client_id,recommended_strategy,forecasted_value_year_1,forecasted_value_year_2,forecasted_value_year_3
74ac49b2-c176-42e7-80ff-d39b1ecfae84,Balanced,71681.15751,96364.64514,99945.62863
21c88b0d-a027-4637-a90f-b71d82a68491,Balanced,26114.19354,35911.35309,137589.321
268755fa-a727-4878-aba9-301af7a1692a,Balanced,51621.23244,72731.53236,140656.2437
02d18fec-d564-4b76-a074-d0743227dd49,Conservative,25343.23873,69381.92168,143745.1286
520704c3-733a-4387-a1fc-8e63b28daf34,Balanced,40554.6865,101888.7258,102265.7722
0bed6eb0-fe20-49fd-8aaa-cae0323d5925,Balanced,37405.12541,103508.6643,124201.6756
8b59d3ee-04d6-4321-ab0b-557c6fb541b2,Balanced,84703.40892,111078.8992,130314.6641
157e3b41-b5f8-4d54-8972-959bfa869759,Aggressive,65430.93955,89757.39349,94314.69456
523375ab-2e84-40e0-bdb8-cc2355a24d61,Balanced,72081.09971,86905.93719,114966.1187
11b631f7-2d9b-4592-a444-73d2a32c4df3,Aggressive,74950.70421,75905.80588,81410.87902
9f998981-91be-4f03-bb19-bdf42872619a,Conservative,16382.59183,50868.57679,129284.3245
bc351253-9712-4416-bfee-a7a819b84336,Balanced,45359.74631,60244.20584,144997.3308
04c5c3af-d628-414c-9048-1173e90d0924,Balanced,27244.89109,62102.0319,132032.7862
5e7387b1-a09d-4d58-8875-891f38cafcbe,Conservative,36352.07904,41430.16453,103960.5875
f25fcab5-591e-42c5-aaca-bcf54d39c0b7,Balanced,26296.03889,80670.95708,123646.9666
d3a1d893-9e5c-4df2-82c5-0fcc9ecc82ed,Balanced,31593.04465,31883.48066,48113.45599
0d30c2c4-cac3-45ca-91c6-34130043e064,Balanced,39556.51309,62676.0713,75731.54104
66750533-c96c-42a1-9670-e61779057ced,Balanced,38004.60344,64568.1621,132504.4627
33f9b290-0bed-4174-9cba-102480c10340,Conservative,73639.57286,74833.97021,95540.29162
1134a1eb-bf97-4c99-a593-4b3a2e62fbd2,Balanced,55745.0528,78028.25239,143125.2597
67470f01-a0aa-4c81-afcd-e53e880ad361,Balanced,69387.43478,82521.02513,137136.2222
e7d2ac41-fd7f-4ac0-9a28-891204a805d8,Balanced,43608.20721,58083.73016,68122.09245
140e87ee-454b-44c1-bc44-31367c5ead64,Aggressive,95995.46649,104994.6882,147859.4761
cd3739f3-e47d-4ed1-8478-4029ee9fb51c,Balanced,26870.97827,43972.09503,136236.1408
407f87ee-7b1a-4ce8-80cf-328dd274e606,Conservative,39642.90705,144474.1867,149621.0603
9dd911a3-d244-45a3-a87f-dd10f3cea282,Conservative,50131.87682,58774.73141,146141.5209
05a0dde4-ecaf-49aa-b523-9877a590733d,Conservative,19776.15144,80920.74074,131338.8331
5837361a-40cf-4ea4-a31d-013fd155fd29,Balanced,61289.81519,82853.12844,139097.3347
6a55b488-e4db-4523-b1e1-4b7082fb5e26,Conservative,34950.28269,48164.24264,105053.0388
4b0699a7-8e75-4004-9c37-d9f523851ebd,Balanced,48533.21419,80543.81717,137580.7007
8bdd6cb4-1d6b-42c8-9c93-498b0afcc9a7,Conservative,38873.85286,56552.87767,86954.42197
d2734937-ece2-47d0-8882-9d971c3d44a6,Conservative,27756.19144,88479.86211,110890.0309
ae860343-e95d-438f-b1f0-901c98f83c51,Balanced,45333.6344,59286.43635,129062.4399
af812407-303d-41ae-b0b0-d8514009002e,Conservative,27405.31784,39910.14312,88032.49907
d77b26c2-050b-45b4-bcad-f339a6cd9a05,Aggressive,24088.19536,70401.4708,100024.8446
32827990-c5df-47b8-8a88-545121b9cbf4,Aggressive,25247.26274,40918.61337,149952.6871
4097f041-d647-4cba-9e24-3551a52bb7fb,Balanced,69911.02444,103994.7357,113226.1114
b7c7af22-a6ea-4199-b809-7bf016f9ae59,Aggressive,88644.04505,97200.35882,143955.267
8192be39-58dd-4d1b-b699-6b805b591f6c,Balanced,40933.33578,83775.70332,108902.0358
be9a0156-2828-4942-8fcc-90e5722ef23d,Balanced,45091.81176,98345.51003,146901.5821
199e5113-e4d3-4058-a789-58011ce17874,Balanced,78566.38731,94777.07573,134294.8445
113a7d07-3f54-456e-b13e-ee791ab92c39,Aggressive,20856.40844,79393.72731,147115.2944
dc30c3d4-93ec-4180-b479-0c1dfcdd9862,Balanced,36895.3808,73964.91528,139802.037
5bb11b89-ddf8-424d-aa59-7e8336f6cb9e,Balanced,97338.57511,127999.65,129296.3578
348df819-4d85-42ad-a995-c8fb204a9cca,Balanced,22936.43663,30904.08871,79487.43589
abd36c62-8af5-4a75-ac8c-aebb6cff3ae7,Conservative,78791.83739,109049.8033,148055.8295
a42726f7-4027-4263-9f9d-eae5ec44faef,Balanced,15820.04864,16885.74104,35785.49586
cd9b9a87-d08c-4201-bc5e-7175f2d9df65,Conservative,59815.99965,113278.5818,145821.5184
7fb8754e-2ae7-4850-bee0-63e29a47ac87,Balanced,50411.50365,51222.67927,82608.45175
24092c8f-41f6-404c-b29f-5ddff62a18e2,Balanced,23746.68251,53276.14197,55165.57231
f8fb9460-0ae2-41f0-88dc-7d31993861e0,Balanced,46428.76685,57254.69546,138631.5352
8cba2078-c491-4329-a49a-bf0a3fccbc16,Conservative,50408.40728,78913.61739,79508.03502
05c9b421-86bb-409e-9fa3-d2a4eafe32d7,Balanced,73936.51135,95085.92327,102974.087
4701b014-98c6-4b9a-87c6-3431ed54fd26,Balanced,30454.4074,45098.12031,110391.6874
c5f20ab5-a9c8-401d-8a8d-52f478ed1922,Balanced,50246.31832,56594.66331,128838.8852
591c8ca6-e2d4-4b4c-a70f-8ef8f7e9bfbf,Balanced,18765.32373,89968.30436,129947.613
f71e03d3-9e8e-48c8-8579-9f8f29c55649,Balanced,19776.85743,72478.24487,138112.5556
970c1483-c694-4eb3-aa47-c566eb31d23b,Balanced,30651.85547,32786.71299,89463.91598
8c2aa4f8-6ade-4c38-aba3-fbae6dac9ae2,Balanced,29399.92629,55242.92049,94054.82516
0de68557-bf4b-4c8b-8b42-71d1cf1bb7fb,Balanced,31025.61207,98618.2505,126729.9579
9a09227f-c6ba-4534-996d-ecb4a494a347,Balanced,31695.29349,84872.2307,141285.9745
491f103f-2aaa-41e0-8adf-a781c64c9dd5,Aggressive,25151.22834,66121.23683,149203.6032
e0687bb7-4e42-4b1a-bf88-6d6312b4e0c7,Balanced,37544.60754,49713.67123,116199.3574
a5d5c8a5-7a05-4cba-aae9-5a12c9b55039,Aggressive,31345.85625,43696.17747,53593.08724
afbc976e-bbe5-4222-87b0-49a041ff7654,Balanced,16799.51855,91722.02096,107151.4113
c18a8449-0b9c-444e-9e34-be14b209c779,Balanced,92413.95136,104300.0878,145650.594
dc8b3166-01a2-4b86-b76c-5378c5b5a709,Balanced,39629.34924,52326.15942,132854.2272
af9bcf00-bb17-473a-b63c-8bdb376c36bf,Conservative,49999.59869,93012.68796,109364.6465
0b236dc6-6e11-4922-85c5-4c25701154a4,Aggressive,74826.67499,115616.8129,120807.5353
67618e7e-6464-4d25-8d55-5fea56a55933,Conservative,49846.74897,53571.41414,101467.7781
157a591b-634e-4962-a95f-03e7add70bd1,Conservative,39806.71914,46756.20898,148222.4914
b2eae570-e975-4a42-80bb-41970044faa8,Aggressive,17528.73824,30668.0248,125039.2781
31aef5bd-a1eb-48f4-8635-6241e53f317e,Balanced,47149.644,49890.03806,96063.02014
74f2054a-bb9a-41a7-bdd0-b5b8282c8a9d,Balanced,30011.3124,74322.77724,144560.1296
af09b3dd-4164-4bb6-aabd-69497f219c60,Conservative,16821.68766,16926.34328,133367.0897
5419f65d-dda1-447f-9952-9ac7a14dbc2a,Balanced,63188.6298,100144.3365,139906.0323
01dc4a4d-9dbb-4bb8-ad0c-578263256556,Balanced,118271.6352,122510.862,138331.8103
4a11b2b7-0807-4309-a992-2fd1f98d2180,Balanced,79690.70117,97737.03817,146811.0821
67c86f74-45c8-43a1-bbf7-39bd05b1068d,Balanced,40821.84354,60388.60481,85278.36913
c698b34f-5016-4875-afd2-572a0fd70aca,Conservative,91435.20036,96593.57315,131370.9898
da22661b-fb88-4ec4-b738-a4f9211d880a,Balanced,44876.26438,94136.73876,120360.8188
d6bc3e03-bbf8-4ec6-b298-9e6346450a35,Balanced,90855.72636,98415.82066,120152.4873
4e861e8c-3f3e-41a6-91b8-d4923e2a1f45,Balanced,92476.00314,104097.7072,137571.5116
558b8000-0ec9-466d-b250-18d9e861e18a,Balanced,17764.44659,84082.83517,124532.4658
0f2cbaac-6876-4723-970f-fb34365b9fca,Conservative,24620.23512,78134.88853,99887.25965
b847c5fc-cbdf-44df-8ba6-44c2248cda4d,Conservative,23377.55161,101509.5874,149800.8271
78f3a0eb-daec-4752-858b-d109f0164f39,Balanced,46564.70828,52565.70473,54865.03811
e60b8f3c-9563-45d3-9fd2-dccce9a96edc,Balanced,20139.24464,27216.86556,111931.8131
fc85f582-56d9-472c-b22c-ddd7d16fe431,Aggressive,20978.40672,91409.91555,127608.545
