client_id,age,gender,employment_status,annual_income,debt_to_income_ratio,financial_knowledge_score,investment_goals,risk_appetite,investment_horizon_years,dependents,preferred_asset_classes,savings_rate,net_worth,portfolio_value,equity_allocation_pct,fixed_income_allocation_pct,monthly_contribution,market_volatility_index,macroeconomic_score,sentiment_index,recommended_strategy
6a195232-2a3a-44ec-ae6d-fbc00f775212,62,Other,Unemployed,78475.72,0.59,10,Wealth Accumulation,Low,20,1,"['Bonds', 'Stocks']",0.23,440083.36,42023.05861111111,42.716388888888886,57.283611111111114,1272.683611111111,20.780833333333334,5.219722222222222,5.767777777777778,Balanced
469b3f7a-9b65-4e94-b1f1-6c1f77fd520b,34,Other,Salaried,67349.65,0.35,1,Education,Low,11,0,"['Real Estate', 'ETFs']",0.06,315496.58,119253.35250000001,50.5525,49.4475,1193.9730555555554,18.730833333333333,5.501944444444444,5.570833333333334,Balanced
b3cd3322-965a-443e-b440-774d3d7af7d6,46,Other,Self-Employed,71868.15,0.53,7,Retirement,High,7,3,"['Stocks', 'Bonds']",0.11,693337.23,117597.10027777779,48.83305555555555,51.16694444444445,1103.759722222222,19.016111111111112,5.8075,5.630833333333333,Conservative
6dd7fb33-b449-4230-aaea-590eb1ae5586,43,Male,Self-Employed,163226.38,0.4,5,Home Purchase,Low,24,0,"['Real Estate', 'Bonds']",0.09,1577204.68,110282.94194444445,47.99055555555556,52.00944444444444,1345.278611111111,19.93027777777778,5.576666666666666,5.112500000000001,Balanced
d028f6c4-ab68-416a-8e04-e360a0bda5bc,56,Male,Salaried,83573.16,0.23,3,Home Purchase,Medium,6,2,"['Real Estate', 'Mutual Funds']",0.21,231724.09,117161.27833333332,55.08722222222222,44.91277777777778,1305.5277777777778,21.382777777777775,5.3175,5.532777777777778,Aggressive
71af5658-6a76-41b9-a4ab-dd4196e94777,28,Male,Retired,67324.49,0.37,8,Wealth Accumulation,Low,6,1,"['Bonds', 'Mutual Funds']",0.16,404726.51,79909.835,47.771388888888886,52.228611111111114,1246.9077777777777,20.431944444444444,5.453611111111112,5.562777777777778,Balanced
7d66fdf1-27d5-4b91-82f1-b6348c42bc5a,55,Male,Salaried,84204.63,0.27,10,Home Purchase,Medium,28,0,"['Real Estate', 'Stocks']",0.16,469256.84,76289.98444444445,50.628888888888895,49.37111111111111,1253.986111111111,19.249166666666667,4.868333333333333,5.4275,Conservative
186b4275-55e9-4f7a-abb9-cefc2dfd12a6,64,Male,Retired,55946.45,0.36,3,Wealth Accumulation,High,13,0,"['Stocks', 'Bonds']",0.25,461326.7,51985.109444444446,52.734722222222224,47.265277777777776,1279.4825,19.885277777777777,5.364999999999999,5.3116666666666665,Balanced
004db221-85da-482b-97e1-2063e3d2a7e4,55,Male,Unemployed,91161.29,0.59,2,Education,Medium,25,3,"['Real Estate', 'Stocks']",0.13,261528.91,72950.59138888889,46.35916666666667,53.64083333333333,1193.0297222222223,21.364166666666666,5.611666666666667,5.401666666666667,Balanced
60146042-3087-4df3-b1a2-2696ff2c6f03,39,Other,Retired,133507.41,0.27,8,Retirement,High,24,0,"['Bonds', 'Mutual Funds']",0.18,416456.58,79896.6986111111,52.47833333333333,47.52166666666667,1272.2647222222222,19.69027777777778,5.36,5.461666666666667,Conservative
b9998efb-3ecf-4af2-bfad-f9771178de8e,57,Male,Self-Employed,77180.28,0.3,1,Education,Low,4,2,"['Bonds', 'Mutual Funds']",0.09,320619.49,87864.26944444445,52.82805555555555,47.17194444444445,1202.1822222222222,21.2425,5.841666666666667,5.296388888888889,Conservative
3ef03aab-7f48-48b5-b05d-9e9af9cc2348,39,Other,Retired,106071.56,0.21,5,Home Purchase,Low,4,3,"['Stocks', 'Real Estate']",0.26,800727.96,115718.19333333333,47.157222222222224,52.842777777777776,1186.4586111111112,17.988611111111112,5.723888888888889,5.4511111111111115,Balanced
8f788913-0abb-4774-839d-dfa8e1f53909,41,Female,Salaried,83506.9,0.32,9,Retirement,Medium,20,2,"['Bonds', 'Mutual Funds']",0.1,598416.84,107394.71944444445,49.85583333333333,50.14416666666667,1239.9499999999998,20.987499999999997,5.545833333333333,5.483055555555556,Conservative
a68108ee-d48a-41e7-bfa7-e4b10264c01f,35,Female,Unemployed,64712.92,0.37,10,Retirement,Low,20,0,"['Bonds', 'Stocks']",0.18,371095.41,107790.47472222222,46.840833333333336,53.159166666666664,1127.4102777777778,19.258888888888887,5.710555555555556,5.854722222222223,Aggressive
536b6a7f-07f0-4c16-872b-8dae2d2dcdfb,33,Other,Self-Employed,81419.58,0.3,1,Home Purchase,Low,6,3,"['Mutual Funds', 'Real Estate']",0.15,588589.0,34265.63277777778,46.284444444444446,53.715555555555554,1203.9358333333334,20.76,5.569166666666667,5.733888888888889,Aggressive
fc6c4749-429a-4675-b6d4-078761cbe331,63,Male,Retired,91268.53,0.46,3,Wealth Accumulation,Medium,20,2,"['Stocks', 'Mutual Funds']",0.11,427216.93,109639.32638888889,50.825,49.175,1192.0436111111112,20.91638888888889,5.407777777777778,5.602777777777778,Balanced
9c1244cd-9467-4c02-9a4f-0df5157c0048,32,Female,Self-Employed,61336.28,0.27,4,Wealth Accumulation,High,18,3,"['Bonds', 'ETFs']",0.07,333760.57,89748.72916666667,55.38388888888889,44.61611111111111,1287.4419444444445,19.86888888888889,5.065555555555555,5.701388888888889,Conservative
0bcdcd7d-b2a8-4019-b253-52f72d12f3aa,35,Other,Retired,130228.26,0.3,4,Home Purchase,High,28,2,"['Bonds', 'Mutual Funds']",0.19,1252588.94,105208.07138888889,44.431666666666665,55.568333333333335,1218.923611111111,20.200277777777778,5.367222222222222,5.29,Conservative
742736a0-4881-478e-80de-31cd0e0923ce,50,Other,Salaried,74086.02,0.32,8,Home Purchase,High,7,3,"['ETFs', 'Bonds']",0.13,330597.16,58116.36444444445,48.15888888888889,51.84111111111111,1268.773888888889,19.814444444444447,5.418611111111111,5.7525,Conservative
1dde6328-df51-46f6-9e12-246a74844ed3,54,Female,Retired,69416.37,0.19,4,Education,High,7,0,"['Bonds', 'Real Estate']",0.13,452712.36,70415.11972222223,51.075,48.925,1190.9480555555556,18.660555555555554,5.229722222222223,5.459722222222222,Conservative
13aa032c-6776-4ea6-b841-f1bcbb29ebc6,29,Male,Unemployed,99696.54,0.29,10,Education,Low,10,1,"['Stocks', 'Mutual Funds']",0.13,319616.73,93214.9263888889,44.76555555555555,55.23444444444445,1383.8483333333334,20.97222222222222,5.365833333333334,5.428055555555556,Balanced
2672e7f0-8afd-446a-ac43-19cb3998aa96,58,Other,Unemployed,97373.25,0.18,10,Education,High,6,3,"['Stocks', 'Mutual Funds']",0.14,228409.37,122415.07333333332,48.596111111111114,51.403888888888886,1287.6697222222222,20.144166666666667,5.466388888888889,5.492222222222222,Conservative
d1889ccb-7830-4945-98de-14f88c1d5440,33,Female,Salaried,68236.02,0.27,2,Retirement,Medium,10,0,"['Mutual Funds', 'Real Estate']",0.22,319933.25,46481.451944444445,50.36861111111111,49.63138888888889,1114.3983333333333,21.49722222222222,5.240277777777778,5.5475,Balanced
79efd283-640f-4d52-8eab-2c4d83462f60,27,Other,Salaried,74300.76,0.5,3,Home Purchase,High,20,1,"['Bonds', 'Mutual Funds']",0.07,612792.95,121949.40055555555,49.40361111111111,50.59638888888889,1362.9186111111112,18.37361111111111,5.33,5.496111111111111,Conservative
26fecb45-4c59-4a34-acdc-0e93eb9ee45d,62,Female,Salaried,48827.17,0.55,2,Wealth Accumulation,Medium,28,0,"['Stocks', 'Mutual Funds']",0.24,184240.09,53713.21972222222,52.6675,47.3325,1293.155,20.41111111111111,5.279444444444445,5.4622222222222225,Balanced
b41525eb-cd18-491e-a26d-de184b58ef6b,51,Other,Salaried,55582.65,0.59,5,Education,Medium,10,0,"['ETFs', 'Mutual Funds']",0.28,440899.43,65850.86222222222,49.08972222222222,50.91027777777778,1259.8352777777777,18.429444444444446,5.187222222222222,5.246666666666666,Balanced
eb794c0f-f157-451b-9b40-4f824d255cd6,28,Female,Self-Employed,93953.62,0.27,7,Wealth Accumulation,Medium,9,3,"['ETFs', 'Bonds']",0.16,916665.67,62788.386666666665,50.94361111111111,49.05638888888889,1251.6799999999998,19.03027777777778,5.169722222222223,5.485,Balanced
ccfe58fe-33ee-4f8e-9c4e-818669d429fd,46,Female,Unemployed,41679.8,0.42,7,Retirement,Medium,11,0,"['Bonds', 'ETFs']",0.18,307415.58,44894.03222222222,47.51416666666667,52.48583333333333,1318.1708333333333,20.054444444444446,5.724444444444444,6.0008333333333335,Balanced
130aa78e-7d13-40b0-a529-05b45bbac47a,50,Other,Retired,73067.69,0.3,1,Home Purchase,Medium,18,3,"['Bonds', 'ETFs']",0.21,374221.12,74362.70000000001,50.41027777777778,49.58972222222222,1184.3727777777776,22.43638888888889,5.839444444444444,5.009166666666667,Balanced
607e0b5f-82f1-4831-bc7f-cee8cddf7418,53,Other,Self-Employed,56108.08,0.27,1,Retirement,Low,13,2,"['Real Estate', 'Mutual Funds']",0.23,475315.02,72734.81388888888,50.81944444444444,49.18055555555556,1198.235,19.34638888888889,5.572777777777778,5.210833333333333,Conservative
4e72a051-dcea-4edc-96d7-ff12f74247c7,45,Male,Retired,33444.12,0.57,2,Wealth Accumulation,High,4,0,"['Bonds', 'Stocks']",0.3,257255.62,71876.4275,51.45777777777778,48.54222222222222,1231.5794444444446,20.077222222222222,5.791388888888889,5.574722222222222,Conservative
5b1b8e82-d74e-464d-bd51-987d86a3dd19,42,Female,Salaried,102807.31,0.5,5,Home Purchase,Medium,17,3,"['Real Estate', 'Bonds']",0.21,898156.56,98549.22722222222,49.878888888888895,50.121111111111105,1220.1377777777777,20.226666666666667,5.830555555555556,5.398888888888889,Balanced
d68920f0-77b8-49dd-a990-8f8201fd2e7f,55,Female,Unemployed,65788.69,0.59,7,Home Purchase,Low,26,0,"['Stocks', 'Real Estate']",0.12,317242.78,114292.72694444444,51.216944444444444,48.783055555555556,1242.336388888889,18.676944444444445,5.409166666666667,5.123611111111111,Balanced
554381a6-4245-4225-b54b-caff4d839076,27,Male,Self-Employed,98278.16,0.46,10,Home Purchase,Low,3,0,"['Bonds', 'Stocks']",0.18,633989.66,78273.80277777778,44.003055555555555,55.996944444444445,1314.6530555555555,19.077777777777776,5.116666666666666,5.466388888888889,Balanced
d2ba9f9c-7886-4314-8b3a-908b84def1cb,29,Female,Retired,81374.62,0.54,5,Home Purchase,Medium,20,3,"['Real Estate', 'ETFs']",0.29,695120.16,109091.2238888889,50.66027777777778,49.33972222222222,1165.441111111111,19.9475,5.7844444444444445,5.621666666666666,Aggressive
98b8d3b6-6ec7-4055-a013-48c3699378a6,60,Other,Unemployed,60360.84,0.24,8,Wealth Accumulation,Medium,4,0,"['ETFs', 'Real Estate']",0.11,216130.89,33259.12583333333,45.88583333333334,54.11416666666666,1294.398888888889,20.034444444444446,5.339722222222222,5.631388888888889,Conservative
3e96b177-66b7-4658-967a-f937d01d8844,32,Male,Retired,40103.37,0.53,10,Home Purchase,Medium,29,2,"['Mutual Funds', 'ETFs']",0.28,371660.77,85303.14638888888,49.90777777777778,50.09222222222222,1233.903888888889,20.078333333333333,5.667222222222223,5.568888888888889,Conservative
b61dfb30-5e9d-4c7b-baa1-a182b9420e71,54,Female,Self-Employed,88620.17,0.17,10,Education,Medium,9,2,"['Real Estate', 'Stocks']",0.06,816832.8,84035.3411111111,48.35277777777778,51.64722222222222,1258.6961111111111,19.970833333333335,5.7425,5.895833333333333,Conservative
f09fa174-5657-4173-be47-678774398e13,46,Male,Unemployed,81496.96,0.46,10,Wealth Accumulation,Medium,11,1,"['Stocks', 'ETFs']",0.15,283366.37,93460.08583333333,46.85305555555556,53.14694444444444,1109.4588888888889,18.963333333333335,5.229722222222223,4.868611111111111,Balanced
86ad46bc-d37c-4451-b7db-1109f7f2e6b9,51,Other,Unemployed,89154.03,0.31,8,Home Purchase,Low,5,3,"['ETFs', 'Real Estate']",0.18,436826.11,55833.42805555555,46.477222222222224,53.522777777777776,1301.9083333333333,18.220833333333335,5.640555555555555,5.370833333333334,Aggressive
e55576bb-c08f-4fbd-a933-4e45b34e4e53,31,Other,Salaried,113799.79,0.36,8,Home Purchase,Medium,18,0,"['Mutual Funds', 'Real Estate']",0.08,1049035.21,88483.15527777777,51.15972222222222,48.84027777777778,1153.6338888888888,19.68583333333333,5.956944444444444,5.476944444444444,Balanced
cfb1ba49-1de7-473f-83f1-521756ae109e,62,Female,Self-Employed,117978.5,0.2,1,Home Purchase,Low,11,3,"['ETFs', 'Real Estate']",0.29,922056.06,99755.17916666667,50.47277777777778,49.52722222222222,1380.9083333333333,20.1175,5.134722222222222,5.464722222222222,Conservative
d8cdf07d-7c70-456f-8c3b-510621e8358c,59,Female,Unemployed,40016.42,0.37,1,Wealth Accumulation,High,5,0,"['Bonds', 'Stocks']",0.1,94436.66,45343.051666666666,50.62,49.38,1363.3627777777776,19.663888888888888,5.088888888888889,5.395833333333333,Aggressive
27e17a1c-2191-45a4-a328-dcb1908de1dc,42,Other,Salaried,45958.47,0.39,9,Retirement,Medium,21,0,"['Bonds', 'ETFs']",0.05,175777.46,32842.02444444445,50.45611111111111,49.54388888888889,1120.6561111111112,18.351388888888888,5.282222222222222,5.58,Conservative
a87563e8-43dc-448d-9ba8-037934f1019d,35,Female,Unemployed,75318.93,0.26,2,Education,Low,8,1,"['Mutual Funds', 'Real Estate']",0.19,550559.24,39298.35833333333,56.5125,43.4875,1327.7994444444444,20.09027777777778,5.562777777777778,5.706666666666667,Balanced
a2da5843-2191-49db-88ba-b232fa6a533b,45,Female,Retired,37373.2,0.29,3,Home Purchase,Low,21,2,"['Stocks', 'ETFs']",0.07,108579.31,46409.38,51.06944444444444,48.93055555555556,1371.2861111111113,21.860277777777778,5.824722222222222,5.219722222222222,Conservative
78379ca7-5211-4e48-ab6d-48af359d7a40,50,Other,Salaried,51664.52,0.32,3,Education,Low,21,2,"['Stocks', 'Real Estate']",0.28,340792.98,98679.2125,53.878888888888895,46.12111111111111,1191.506111111111,20.0325,5.9286111111111115,5.552777777777778,Balanced
7af1ce3f-1db9-4bd6-9cd4-400b0b909cbd,57,Male,Self-Employed,77037.68,0.35,4,Retirement,Medium,17,0,"['Bonds', 'Real Estate']",0.18,595081.96,43613.319444444445,53.08472222222222,46.91527777777778,1329.9572222222223,21.827222222222222,5.504444444444444,5.605277777777777,Balanced
0dc30a9c-440f-426a-a08b-c10593b6f9f1,41,Male,Self-Employed,98641.52,0.49,9,Home Purchase,Medium,9,1,"['Mutual Funds', 'Bonds']",0.25,649272.61,34436.86611111111,49.57333333333334,50.42666666666666,1190.408611111111,19.403333333333332,5.604722222222223,5.603055555555556,Balanced
9c6263fc-4ef9-42a3-9693-a6b3cd953ecc,27,Other,Salaried,63251.56,0.19,8,Wealth Accumulation,High,7,3,"['Stocks', 'Real Estate']",0.28,412627.49,97595.67888888888,45.26611111111111,54.73388888888889,1269.148888888889,18.842499999999998,5.757222222222222,5.272777777777778,Aggressive
44979478-9b6c-443e-a034-0690551127ed,35,Other,Unemployed,54223.8,0.37,4,Home Purchase,High,13,3,"['Bonds', 'Stocks']",0.16,304244.22,112328.44722222222,48.28333333333333,51.71666666666667,1359.273611111111,20.128888888888888,4.7125,5.589722222222222,Balanced
62a7a56e-da49-41b4-8b28-7cf179e4ad46,32,Other,Self-Employed,65638.73,0.55,3,Retirement,Medium,25,1,"['Mutual Funds', 'Stocks']",0.17,447726.76,97874.25527777777,56.600277777777784,43.399722222222216,1407.8058333333333,19.96333333333333,5.583055555555556,5.371388888888889,Balanced
cb113975-5b74-4f51-a598-145d0630a68b,58,Other,Salaried,105919.3,0.12,7,Education,Medium,3,0,"['Mutual Funds', 'Stocks']",0.1,987894.69,113066.42333333334,45.76083333333334,54.23916666666666,1255.4425,20.615555555555556,5.846666666666667,5.084722222222222,Balanced
dee403d9-fee4-4abb-aa0d-d37be72f95fb,37,Female,Salaried,33963.96,0.11,7,Home Purchase,High,11,3,"['Stocks', 'ETFs']",0.16,188578.41,73989.33805555555,48.015277777777776,51.984722222222224,1215.43,19.637500000000003,5.435277777777777,5.298611111111111,Aggressive
9226f829-1633-47ff-8d87-3c1b7bbc39c5,57,Other,Unemployed,69822.58,0.38,4,Wealth Accumulation,Medium,10,1,"['Real Estate', 'Mutual Funds']",0.27,556240.32,41703.40694444444,51.187222222222225,48.812777777777775,1212.3669444444445,19.45777777777778,5.879166666666666,5.658055555555555,Balanced
67cf8ea8-a9a2-4dfe-a30f-4857e9dbbdfc,64,Other,Unemployed,81080.0,0.28,6,Home Purchase,Medium,12,3,"['Real Estate', 'Mutual Funds']",0.15,650765.42,121154.69305555556,46.117777777777775,53.882222222222225,1394.0491666666667,19.896944444444443,5.19,5.416388888888889,Balanced
3f63ac11-1fb4-4671-a153-fc3e259cd1f1,45,Male,Salaried,74188.21,0.55,10,Education,High,29,2,"['Bonds', 'ETFs']",0.1,312313.47,94513.07333333333,51.96111111111111,48.03888888888889,1187.6750000000002,18.890833333333333,5.780833333333333,5.67,Balanced
c49304fc-28c1-42d7-99dc-e12607e84f11,27,Other,Unemployed,92418.95,0.19,4,Education,Low,11,0,"['Mutual Funds', 'Bonds']",0.27,265510.51,47006.29138888889,47.104166666666664,52.895833333333336,1308.6022222222223,20.489444444444445,6.151666666666667,5.442777777777778,Balanced
